1,집앞까지 데려다 달라고 떼써보세요,집,7
1,참았던 방구를 모아 파트너의 코에 가져다 보세요. 독방구라면 더 좋겠죠?,냄새,10
1,친구를 동원해서 바람핀 척 연출해 보아요. 후폭풍은 스스로 감당하세요~,없음,15
1,친구의 핸드폰을 빌려 그(그녀)에게 장난 전화를 걸어보세요,없음,5
1,파트너의 다리털을 하나 뽑아 보세요. 족집게가 있다면 더 쉽겠죠?,털,10
1,파트너의 머리카락을 하나 뽑아 따끔한 맛을 보여주세요,털,10
1,파트너의 팔에 있는 털을 하나 뽑아 보세요. 족집게가 있다면 더 쉽겠죠?,털,10
1,평소 그(그녀)의 웃긴 행동을 따라해 보여 주세요,행동,10
1,화르륵 화르륵 질투의 화신이 되어 질투해 보세요,질투,5
1,회사건 학원이건 학교건 장소를 불문하고 데리러 오라고 떼써보세요,떼,7
2,2시간동안 통화하기 ,전화기,5
2,가장 기억에 남는 데이트랑 똑같이 데이트 하기,데이트,10
2,같이 말타러 가기,말,15
2,고백 편지 써주기,편지,10
2,교복입고 데이트 하기,교복,10
2,길에서 한눈에 반한 것처럼 번호 물어보기,전화번호,10
2,꽃꽂이 배우러 가기,꽃,15
2,노점상에서 선물 사주기,노점상,10
2,데이트 하는 동안 핸드폰 보지 않기,핸드폰,10
2,도자기 만들러 가기,공방,15
2,마라톤 같이 하기,마라톤,15
2,문자로 고백하기,문자,5
2,반지 같이 만들러 가기,공방,15
2,버스에서 한눈에 반한 것처럼 번호 물어보기,전화번호,10
2,봉사활동 하러 가기,봉사,15
2,비 맞으며 데이트 하기,비,20
2,사귀기 전 했던 데이트와 똑같이 데이트 하기,데이트,10
2,소개팅하는 것처럼 데이트 하기,소개팅,10
2,스킨십 없이 데이트 하기,데이트,10
2,스티커 사진 찍기,사진,10
2,실내 암벽등반 하러 가기,운동,15
2,양초 만들러 가기,공방,15
2,연애 초반 사진 찾아 보내주기,사진,5
2,연애 초반 추억 이야기 해주기,추억,5
2,"와인(맥주,술) 만들러 가기",공방,15
2,요리 배우러 가기,공방,15
2,윈드서핑 배우러 가기,운동,15
2,"이쁘다, 멋지다 칭찬 10번 하기",칭찬,5
2,좋아하는 스킨십 3가지 말해주기,스킨십,5
2,좋아하는 이유 10가지 말해주기,이유,5
2,차차차(춤) 배우러 가기,춤,15
2,처음 고백했을 때처럼 다시 고백하기,처음,10
2,처음 만났던 장소에서 데이트하기,처음,10
2,처음 뽀뽀하는 것처럼 연기해보기,처음,10
2,처음 손 잡는 것처럼 연기해보기,처음,10
2,처음 키스했던 곳에서 똑같은 방식으로 키스하기,처음,10
2,천연 비누 만들러 가기,공방,15
2,초콜렛 만들러 가기,공방,15
2,카톡 중 설렜던 카톡 캡쳐해 보여주기,톡,5
2,캘리그라피 배우러 가기,공방,15
2,커플 도자기 인형 만들러 가기,공방,15
2,커피숍에서 한눈에 반한 것처럼 번호 물어보기,전화번호,10
2,케익 만들러 가기,공방,15
2,클럽에서 처음 만난 것처럼 놀기,처음,10
2,파트너를 뒤에서 졸졸졸 쫓아 다니기,졸졸졸,10
2,파트너의 말에 많이 웃어주기,웃음,10
2,팝아트 그려보기,공방,15
2,하루 일상을 사진으로 보내서 같이 하고 싶다고 말해주기,공유,5
2,핸드드립 커피 배우러 가기,공방,15
2,"화장, 머리, 옷, 스타일에 엄청 신경쓰고 데이트 하기",드레스업,10
3,아무런 말 없이 5분동안 꽉 안아주세요,포옹,10
3,사람이 많은 곳에서 백허그를 해주세요,뒤,10
3,"그(그녀)의 귀에 대고 ""넌 정말 섹시해""라고 말해주세요",귀,10
3,"나는 가해자, 너는 피해자 역할극을 해보세요",롤플레이,15
3,"나는 경찰, 너는 범임 역할극을 해보세요",롤플레이,15
3,"나는 군인, 너는 의사(간호사) 역할극을 해보세요",롤플레이,15
3,"나는 선생님, 너는 학생 역할극을 해보세요",롤플레이,15
3,"나는 의사(간호사), 너는 환자 역할극을 해보세요",롤플레이,15
3,"나는 주인, 너는 하인 역할극을 해보세요",롤플레이,15
3,"나는 회장, 너는 비서 역할극을 해보세요",롤플레이,15
3,남자 옷을 여자가 입어야 해요,옷,10
3,이번 데이트 동안은 눈이 마주칠 때마다 뽀뽀를 해보세요,눈,10
3,드라마 하나를 정해 서로 역할을 나눠 역할극을 해보세요,연기,10
3,그(그녀)의 등에 키스마크를 만들어 주세요,마크,10
3,그(그녀)의 머리채를 부드럽게 쥐고 키스해 보세요,머리카락,10
3,그(그녀)의 멱살을 잡고 터프하게 키스해 보세요,목,10
3,목캔디를 물로 그(그녀)를 애무해 주세요. 시원한 박하향으로 후끈~,목캔디,10
3,그(그녀)의 몸에 키스마크를 만들어 보세요,마크,10
3,그(그녀)를 벽으로 몰아세워 키스공세를 해보세요,벽,10
3,나의 비밀 1개를 그(그녀)와 공유해 보세요,고해,5
3,눈알 키스를 해보세요. 모르시는 분은 인터넷 검색 고고~,자국,10
3,그(그녀)의 얼굴에 아이스크림을 묻히고 혀로 닦아 주세요 >-<,달콤,10
3,그(그녀)의 뒷주머니에 손을 넣고 데이트를 해보세요,주머니,10
3,자신의 성적 판타지를 그(그녀)에게 이야기해 주세요,판타지,5
3,그(그녀)를 위해 섹시 댄스를 춰주세요,춤,10
3,최대한 섹시한 목소리로 녹음하여 그(그녀)에게 선물해 주세요,목소리,5
3,섹시한 사진을 촬영해 그(그녀)에게 보내주세요,찰칵,5
3,그(그녀)에게 어울릴만한 섹시한 속옷을 선물해 주세요,속옷,10
3,그(그녀)를 위해 앞치마만 두른채 요리를 해주세요,요리,10
3,야한 속옷을 입고 그(그녀)를 유혹해 보세요,유혹,10
3,얼음키스를 해보세요. 색다른 키스를 경험하실 꺼예요!,얼음,10
3,얼음을 물고 그(그녀)를 애무해 주세요. 짜릿해 질 꺼예요~,얼음,10
3,영화 속 역할을 나누어 역할극을 해보세요,연기,10
3,최대한 섹시하게 입맞추는 사진을 촬용해 보세요. 길이길이 남을 명작이 될 꺼예요~,찰칵,10
3,그(그녀)의 입술을 바라보며 천천히 다가가 키스해 보세요. 아이스크림보다 부드러운 키스가 될 꺼예요.,눈과 입,10
3,그(그녀)의 손목을 당겨 터프하게 키스해 보세요.,손,10
3,그(그녀)의 전신을 애무해 주세요,머리~발끝,10
3,그(그녀)의 몸에 초콜릿을 놓고 먹으며 애무해 보세요,초콜릿,10
3,초콜릿을 같이 키스하며 먹어 보세요,초콜릿,10
3,커플 속옷을 선물해보세요. 같이 입고 있다면 더 좋겠죠?,속옷,10
3,커플 요가를 같이해 보세요. 일일 클래스도 좋고 인터넷을 보고 따라해도 좋아요,운동,10
3,쇼핑 중에 탈의실에 몰래 같이 들어가 키스를 해보세요,쇼핑,10
3,테이블 아래에서 발로 섹시하게 애정표현하기,발,10
3,파트너 오일 마사지 해주기,오일,10
3,파트너의 섹시한 사진 찍어주기,사진,10
3,팔에 키스마크 만들기,마크,10
3,허리를 꽉 껴안고 키스하기,허리,10
3,허리에 키스마크 만들기,마크,10
3,허벅지에 키스마크 만들기,마크,10
3,홀스 물고 애무 해주기,홀스,10
4,2시간동안 팔장 꼬옥 끼고 다니기,팔장,10
4,XX♡YY 낙서하기,낙서,10
4,공공장소에서 애교부리기,공공장소,10
4,귀여운 목소리 녹음 메시지 보내기,녹음,5
4,귀요미송(1+1은 귀요미~) 율동과 함께 불러주기,노래,10
4,깜찍한 사진 보내기,찰칵,5
4,꽃반지 만들어 주기,꽃,10
4,눈썹 정리 해주기,칼,10
4,두시간동안 손 놓지 않기,손,10
4,등에 사랑한다고 써주기,손가락,10
4,딱따구리 뽀뽀 해주기(뽀뽀를 계속),딱따구리,10
4,마스크팩 해주기,피부,10
4,머리 쓰담쓰담 해주기,머리,10
4,면도(턱수염 or 다리) 해주기,칼,10
4,목마 태워주기,목,10
4,볼 꼬집기,볼,10
4,비행기 태워주기,비행기,10
4,사랑스러운 눈빛으로 3분동안 바라보기,눈,10
4,상대방 사진 귀엽게 낙서해서 선물하기,낙서,5
4,소매 걷어주기,소매,10
4,손가락 잡고 다니기,손가락,10
4,손바닥에 사랑한다고 써주기,손바닥,10
4,신발 바꿔신기,신발,10
4,신발 신켜주기,신발,10
4,신발끈 묶어주기,신발,10
4,애교 톡 보내기,문자,5
4,애교부리는 동영상 찍어 보내기,영상,5
4,양말 신켜주기,양말,10
4,양볼잡고 뽀뽀해주기,볼따구,10
4,어린시절 사진 보여주기,사진,5
4,어부바 해주기,어부바,10
4,연인 닮은 동물찾아 보내주기,동물,5
4,영상통화로 춤춰주기,영상통화,5
4,옆으로 안아주기(공주님 안기),공주,10
4,옷 입혀주기,옷,10
4,율동과 함께 노래부르기,노래,10
4,이마 뽀뽀 해주기,이마,10
4,카톡 메인 상대방 사진으로 하기,프사,5
4,커플 마스크팩 사진찍기,찰칵,10
4,코 꼬집기,코,10
4,"토끼(또는 동물, 리본 등) 머리띠 하고 데이트하기",머리띠,10
4,파트너 그려서 선물하기,그림,10
4,파트너 사진과 똑같은 포즈로 사진찍어 보내기,포즈,5
4,파트너 엽사 찍기,엽기,10
4,파트너로 부터 귀엽다는 말 듣기,말,10
4,파트너를 아기처럼 대하기,아기,10
4,파트너에게 귀엽다는 말 5번 하기,칭찬,10
4,파트너에게 아이처럼 다 해달라고 조르기,아이,10
4,파트너에게 엽사 보내기,엽기,5
4,파트너에게 음식 떠먹여주기,음식,10
5,감동의 편지 써주기,편지,10
5,건강주스 갈아주기,건강,10
5,과거에 미안했던거 사과해보기,과거,5
5,귀 파주기,귀,10
5,꽃 선물하기,꽃,10
5,다리 마사지 해주기,다리,10
5,데이트 풀 코스 준비하기,풀코스,10
5,도시락 싸주기,음식,10
5,드라마 속 멘트 연습해서 말해주기,TV,10
5,등 마사지 해주기,등,10
5,머리 감겨주기,머리,10
5,머리 마사지 해주기,머리,10
5,머리 손질해주기,머리,10
5,"목,어깨 마사지 해주기",어깨,10
5,무릎에 눕힌 후 책읽어주기,무릎,10
5,발 마사지 해주기,발,10
5,발 싯겨주기,발,10
5,사랑명언 보내주기,명언,5
5,살포시 백허그 하기,뒤,10
5,새치 뽑아주기,머리카락,10
5,세수 시켜주기,얼굴,10
5,소원 1가지 들어주기,소원,10
5,손 마사지 해주기,손,10
5,손톱 깍아 주기,손,10
5,"스킨,로션 발라주기",얼굴,10
5,심부름 1개 해주기,심부름,10
5,얼굴 마사지 해주기,얼굴,10
5,영화 속 멘트 연습해서 말해주기,영화,10
5,오늘 나의 코디 찍어서 보내주기,옷,5
5,요리해주기,요리,10
5,우렁각시 미션 집 청소 해주기,청소,10
5,집 앞까지 데려다 주기,귀가,10
5,책 선물하기,책,10
5,친구 또는 동료와 함께할 수 있는 커피 기프티콘 쏘기,친구,5
5,커플 신발 선물하기,아이템,10
5,커플 장갑 선물하기,아이템,10
5,커플 폰 액세서리 선물하기,아이템,10
5,커플텀블러 선물하기,아이템,10
5,퇴근 시간 맞춰 몰래 데리러 가기,퇴근,10
5,파트너 부모님 챙겨주기,엄빠,10
5,파트너의 가장 이쁘고 멋진 곳 말해주기,칭찬,5
5,팔베게 해주기,베게,10
5,편지써서 직접 읽어주기,편지,10
5,편지에 향수뿌려 보내주기,편지,10
5,풀밭에 누워 하늘 바라보기,하늘,10
5,하루동안 내가 있는 장소의 사진을 찍어서 보내주기,하루,5
5,하루동안 존댓말로 대화하기,존댓말,10
5,한끼 전부 먹여주기,음식,10
5,핸드크림 발라주기,손,10
5,향수 선물하기,향수,10
